Production Date,Units Produced,Operational Costs,Equipment Downtime,EmployeeID,Department,Hire Date,Salary
2020-09-10,112,3095,1,416,Engineering,2022-01-19,58272
2020-09-11,94,1283,0,67,Production,2015-12-01,95339
2020-09-12,135,2607,1,87,Sales,2017-11-17,44884
2020-09-13,116,1751,2,130,Engineering,2020-05-12,51933
2020-09-14,161,3993,3,327,HR,2024-01-01,80621
2020-09-15,153,2233,2,38,Engineering,2023-11-28,55536
2020-09-16,177,2020,2,435,Sales,2020-06-06,65516
2020-09-17,68,4669,1,105,Production,2018-07-13,81747
2020-09-18,97,2286,0,366,Production,2022-04-16,95668
2020-09-19,65,4841,1,320,HR,2016-10-25,76425
2020-09-20,118,1031,3,463,Production,2021-05-30,56701
2020-09-21,108,3697,0,433,Engineering,2023-10-25,51566
2020-09-22,143,4993,2,443,Production,2019-03-03,91655
2020-09-23,58,1708,2,184,HR,2020-04-11,30585
2020-09-24,94,4769,3,132,Engineering,2019-08-03,41694
2020-09-25,101,4149,0,254,Engineering,2020-02-21,92682
2020-09-26,197,4680,3,289,HR,2023-04-19,86617
2020-09-27,116,4525,0,172,Engineering,2019-05-22,51690
2020-09-28,195,1913,1,106,Production,2021-04-23,91071
2020-09-29,86,4391,2,180,HR,2020-11-21,96444
2020-09-30,174,3015,2,303,Production,2021-07-10,53600
2020-10-01,121,2017,0,255,HR,2015-07-02,96817
2020-10-02,62,3347,1,199,Engineering,2023-05-13,43859
2020-10-03,74,1721,2,317,Engineering,2018-11-28,78318
2020-10-04,119,3672,3,256,HR,2022-09-16,30328
2020-10-05,130,2591,0,194,Sales,2023-12-03,76931
2020-10-06,85,3248,3,155,Sales,2018-03-24,56071
2020-10-07,82,3091,1,179,Sales,2015-06-06,90406
2020-10-08,179,4916,1,441,Production,2015-06-03,56412
2020-10-09,106,2013,2,408,Sales,2017-06-26,85145
2020-10-10,169,2839,3,34,Engineering,2017-10-24,81908
2020-10-11,122,3300,1,146,Sales,2021-10-17,47854
2020-10-12,116,2988,2,34,Engineering,2017-10-24,81908
2020-10-13,99,3257,3,288,HR,2014-10-19,40656
2020-10-14,138,3628,3,316,HR,2021-11-09,67735
2020-10-15,75,4092,0,304,Engineering,2021-05-01,49320
2020-10-16,113,4177,0,290,Production,2020-09-16,47840
2020-10-17,106,4888,0,231,Engineering,2022-10-14,71344
2020-10-18,98,2953,3,81,Sales,2017-11-05,49567
2020-10-19,163,4568,3,76,Engineering,2022-03-30,50490
2020-10-20,119,3028,1,449,HR,2014-11-04,44168
2020-10-21,165,1502,0,471,Sales,2015-01-27,78791
2020-10-22,99,2188,0,360,Engineering,2019-01-04,64123
2020-10-23,121,1070,1,171,Sales,2021-04-08,96566
2020-10-24,105,1993,0,165,Sales,2023-04-15,85678
2020-10-25,57,2689,0,203,Sales,2015-04-01,69031
2020-10-26,177,4203,1,69,Production,2022-10-11,70769
2020-10-27,180,4746,0,154,HR,2018-10-06,51834
2020-10-28,133,4290,1,483,Engineering,2017-09-20,51866
2020-10-29,197,1321,3,202,Sales,2019-12-02,47206
2020-10-30,90,2205,3,245,Engineering,2017-04-01,68893
2020-10-31,112,4265,1,269,Sales,2022-01-25,39250
2020-11-01,84,3949,3,342,Production,2019-11-11,78526
2020-11-02,111,2457,0,30,HR,2024-02-20,74187
2020-11-03,194,2393,1,185,HR,2023-04-04,59155
2020-11-04,122,2824,3,245,Engineering,2017-04-01,68893
2020-11-05,68,1783,0,64,HR,2018-08-28,35276
2020-11-06,153,2002,1,226,Sales,2023-03-25,39782
2020-11-07,195,2789,0,157,Engineering,2021-04-13,72909
2020-11-08,125,4816,2,360,Engineering,2019-01-04,64123
2020-11-09,115,4040,1,194,Sales,2023-12-03,76931
2020-11-10,81,3478,3,440,Sales,2017-09-17,78163
2020-11-11,148,1286,1,152,Sales,2014-06-18,63635
2020-11-12,168,4412,3,34,Engineering,2017-10-24,81908
2020-11-13,166,1200,0,100,HR,2023-05-06,31751
2020-11-14,90,4565,0,49,HR,2020-12-09,49935
2020-11-15,184,2959,0,293,HR,2020-07-27,96754
2020-11-16,94,2108,0,365,Sales,2022-03-28,44545
2020-11-17,157,2265,2,48,Engineering,2017-02-16,93808
2020-11-18,178,2405,1,223,HR,2020-03-18,47784
2020-11-19,162,3577,2,420,Engineering,2017-03-04,48263
2020-11-20,147,3039,0,146,Sales,2021-10-17,47854
2020-11-21,161,1796,2,58,Sales,2022-08-10,68988
2020-11-22,168,1489,2,477,Sales,2015-07-23,68516
2020-11-23,179,3535,3,84,Engineering,2019-02-18,78627
2020-11-24,153,4889,1,286,Sales,2014-11-16,77684
2020-11-25,176,3857,2,2,Engineering,2019-02-01,34616
2020-11-26,132,4748,0,380,Sales,2023-08-27,49199
2020-11-27,116,2815,0,356,Sales,2022-10-11,82807
2020-11-28,71,4038,0,201,HR,2023-08-25,39156
2020-11-29,99,3060,1,103,Production,2021-03-22,92332
2020-11-30,188,3052,1,2,Engineering,2019-02-01,34616
2020-12-01,181,4419,1,221,Production,2019-07-08,66767
2020-12-02,65,1485,1,388,HR,2022-12-29,81319
2020-12-03,114,1887,0,338,HR,2017-07-18,61467
2020-12-04,152,1073,0,45,HR,2016-12-31,45935
2020-12-05,179,1543,2,324,Production,2018-02-22,93885
2020-12-06,168,4101,3,282,Production,2022-04-28,39931
2020-12-07,173,3945,1,481,Production,2020-03-07,63171
2020-12-08,84,3580,1,499,HR,2014-12-07,67919
2020-12-09,95,1717,1,277,Engineering,2023-09-09,88914
2020-12-10,156,2395,2,377,Production,2024-02-22,90683
2020-12-11,105,2258,1,83,Engineering,2017-11-08,97915
2020-12-12,149,2380,2,306,Production,2018-06-11,47108
2020-12-13,198,3850,0,186,HR,2017-05-08,86104
2020-12-14,55,1219,2,286,Sales,2014-11-16,77684
2020-12-15,151,4511,2,456,Production,2015-10-15,41291
2020-12-16,64,4883,1,313,Sales,2015-07-25,37045
2020-12-17,77,3938,3,475,HR,2021-07-10,70235
2020-12-18,69,3536,2,67,Production,2015-12-01,95339
2020-12-19,120,3686,1,290,Production,2020-09-16,47840
2020-12-20,97,1667,2,51,Engineering,2021-11-13,78863
2020-12-21,65,4663,1,173,Sales,2019-10-25,97893
2020-12-22,59,3825,2,413,Production,2022-12-05,91261
2020-12-23,108,4161,2,316,HR,2021-11-09,67735
2020-12-24,171,3422,2,194,Sales,2023-12-03,76931
2020-12-25,85,4379,3,271,Engineering,2016-10-26,44849
2020-12-26,135,1326,0,495,Production,2023-10-20,60341
2020-12-27,107,1321,3,110,Engineering,2023-12-17,76040
2020-12-28,157,2012,1,200,Production,2017-10-26,46616
2020-12-29,136,3854,3,296,HR,2020-01-12,39603
2020-12-30,104,1388,1,222,Engineering,2014-12-21,81282
2020-12-31,53,3269,1,322,Production,2019-06-11,31428
2021-01-01,153,3775,2,55,HR,2022-10-30,95948
2021-01-02,179,2658,2,11,Sales,2023-09-17,70194
2021-01-03,109,1377,2,271,Engineering,2016-10-26,44849
2021-01-04,91,4272,0,365,Sales,2022-03-28,44545
2021-01-05,136,4873,1,408,Sales,2017-06-26,85145
2021-01-06,121,4326,2,322,Production,2019-06-11,31428
2021-01-07,141,4259,2,429,HR,2018-07-30,44948
2021-01-08,83,3092,1,301,Production,2015-12-29,81700
2021-01-09,122,4059,3,295,Engineering,2018-08-18,50606
2021-01-10,99,3866,2,472,Production,2022-01-27,37280
2021-01-11,76,2348,2,305,Production,2016-01-16,32126
2021-01-12,171,3068,0,190,Engineering,2022-10-19,49111
2021-01-13,194,3981,0,394,HR,2015-04-16,67518
2021-01-14,158,2530,0,416,Engineering,2022-01-19,58272
2021-01-15,77,4465,2,111,Engineering,2017-01-27,86547
2021-01-16,79,4696,1,55,HR,2022-10-30,95948
2021-01-17,199,4385,0,116,Engineering,2016-02-05,87432
2021-01-18,79,3845,3,157,Engineering,2021-04-13,72909
2021-01-19,112,2217,0,374,Production,2022-10-04,78304
2021-01-20,95,1643,0,36,Production,2014-07-26,41073
2021-01-21,113,2030,0,25,Engineering,2019-04-29,64734
2021-01-22,59,3440,2,288,HR,2014-10-19,40656
2021-01-23,86,1931,0,294,Sales,2020-06-27,90274
2021-01-24,63,4074,1,274,Sales,2018-04-07,42999
2021-01-25,152,1168,2,206,Production,2016-10-01,43042
2021-01-26,80,4586,0,157,Engineering,2021-04-13,72909
2021-01-27,74,3571,3,140,Sales,2020-04-11,45813
2021-01-28,112,4099,0,69,Production,2022-10-11,70769
2021-01-29,115,1329,3,87,Sales,2017-11-17,44884
2021-01-30,118,1028,2,405,HR,2020-09-20,51672
2021-01-31,136,4736,2,356,Sales,2022-10-11,82807
2021-02-01,106,4800,3,473,Sales,2024-04-07,80356
2021-02-02,189,3966,3,453,HR,2016-07-07,38127
2021-02-03,51,3856,1,98,Engineering,2022-04-01,54811
2021-02-04,139,4473,0,64,HR,2018-08-28,35276
2021-02-05,173,2000,3,342,Production,2019-11-11,78526
2021-02-06,145,4455,2,260,Sales,2023-02-14,75110
2021-02-07,62,3872,1,58,Sales,2022-08-10,68988
2021-02-08,76,1104,1,234,Engineering,2020-04-30,62145
2021-02-09,155,2842,2,466,Engineering,2019-11-27,75250
2021-02-10,177,1327,0,325,Production,2019-05-22,43171
2021-02-11,60,3933,1,75,HR,2022-05-20,53406
2021-02-12,164,2434,0,121,Engineering,2014-11-06,52804
2021-02-13,150,1337,2,440,Sales,2017-09-17,78163
2021-02-14,142,4209,0,42,Sales,2022-06-21,61567
2021-02-15,98,2022,1,370,HR,2021-11-29,58252
2021-02-16,89,4296,2,324,Production,2018-02-22,93885
2021-02-17,59,4605,3,130,Engineering,2020-05-12,51933
2021-02-18,96,2911,0,112,Production,2021-09-01,75946
2021-02-19,177,2462,1,416,Engineering,2022-01-19,58272
2021-02-20,67,3583,1,380,Sales,2023-08-27,49199
2021-02-21,133,4711,1,258,Engineering,2015-10-22,81064
2021-02-22,196,3675,3,50,Engineering,2019-07-19,71286
2021-02-23,63,3938,0,220,Engineering,2016-12-30,51031
2021-02-24,146,3512,2,493,HR,2017-09-07,39460
2021-02-25,93,4848,3,361,Production,2019-09-15,88330
2021-02-26,162,2402,0,298,Production,2020-12-27,52110
2021-02-27,194,1935,0,144,HR,2020-07-01,32922
2021-02-28,59,2204,0,427,HR,2018-05-20,99597
2021-03-01,67,1509,1,350,HR,2022-10-08,56774
2021-03-02,197,4350,3,299,Sales,2021-06-07,59257
2021-03-03,181,2337,0,184,HR,2020-04-11,30585
2021-03-04,77,3114,3,133,Production,2019-04-25,65745
2021-03-05,91,3359,3,138,HR,2022-08-28,62249
2021-03-06,107,1514,2,311,HR,2019-08-31,96202
2021-03-07,129,2341,1,412,Engineering,2020-02-07,30670
2021-03-08,184,4706,2,158,Production,2021-06-06,78125
2021-03-09,164,4411,0,205,Production,2017-02-13,64579
2021-03-10,55,3361,1,400,Engineering,2017-03-08,99629
2021-03-11,137,2271,3,498,HR,2023-08-01,92439
2021-03-12,146,2971,2,129,Sales,2016-09-13,96098
2021-03-13,163,2836,2,95,Engineering,2016-09-02,98622
2021-03-14,199,4664,3,246,Engineering,2017-07-18,88062
2021-03-15,189,1842,3,188,Sales,2014-11-18,94230
2021-03-16,182,2950,2,233,Sales,2015-08-25,36121
2021-03-17,189,4179,0,301,Production,2015-12-29,81700
2021-03-18,117,3762,3,418,Engineering,2015-08-04,32549
2021-03-19,168,1378,0,214,HR,2015-09-29,62810
2021-03-20,151,1498,2,325,Production,2019-05-22,43171
2021-03-21,70,3778,3,37,Sales,2023-06-13,84961
2021-03-22,54,3035,0,475,HR,2021-07-10,70235
2021-03-23,91,3470,2,71,Sales,2023-05-29,95892
2021-03-24,54,3573,1,370,HR,2021-11-29,58252
2021-03-25,181,3823,1,89,Production,2021-02-16,48242
2021-03-26,82,4853,3,100,HR,2023-05-06,31751
2021-03-27,133,1358,0,214,HR,2015-09-29,62810
2021-03-28,50,2314,2,457,Engineering,2019-01-04,74160
2021-03-29,54,2428,2,365,Sales,2022-03-28,44545
2021-03-30,198,3696,1,377,Production,2024-02-22,90683
2021-03-31,119,3559,3,371,Sales,2016-03-01,88373
2021-04-01,108,3631,2,168,HR,2017-04-29,71339
2021-04-02,52,4229,1,319,Sales,2019-11-05,49613
2021-04-03,138,2875,2,142,Sales,2023-08-06,45491
2021-04-04,142,4253,2,95,Engineering,2016-09-02,98622
2021-04-05,83,2750,3,249,Sales,2022-02-02,98819
2021-04-06,172,3581,2,278,Engineering,2019-09-01,41792
2021-04-07,125,4572,3,196,HR,2023-03-02,73445
2021-04-08,96,3462,1,386,Production,2019-09-01,41706
2021-04-09,169,2667,1,476,Production,2015-09-06,35830
2021-04-10,77,4649,1,460,Sales,2018-01-01,62432
2021-04-11,95,1067,0,285,HR,2016-09-03,59882
2021-04-12,80,4022,2,234,Engineering,2020-04-30,62145
2021-04-13,151,4302,2,248,HR,2017-05-28,33286
2021-04-14,179,1002,3,88,HR,2021-07-15,79650
2021-04-15,102,1594,0,121,Engineering,2014-11-06,52804
2021-04-16,64,3798,3,83,Engineering,2017-11-08,97915
2021-04-17,82,4851,2,318,HR,2022-04-09,72750
2021-04-18,103,2874,3,311,HR,2019-08-31,96202
2021-04-19,65,2314,0,397,Production,2020-12-11,73803
2021-04-20,136,4006,0,422,Sales,2019-06-17,59705
2021-04-21,132,1729,1,410,Sales,2017-11-28,91582
2021-04-22,85,4116,3,296,HR,2020-01-12,39603
2021-04-23,117,1199,2,492,Sales,2021-07-25,96124
2021-04-24,62,4179,2,191,Production,2023-05-03,92487
2021-04-25,154,2178,3,273,HR,2018-11-16,54797
2021-04-26,88,1173,2,342,Production,2019-11-11,78526
2021-04-27,139,3905,2,53,HR,2022-08-22,34257
2021-04-28,90,2889,1,364,Sales,2022-04-09,62886
2021-04-29,62,2436,1,290,Production,2020-09-16,47840
2021-04-30,182,4072,2,365,Sales,2022-03-28,44545
2021-05-01,119,1785,3,226,Sales,2023-03-25,39782
2021-05-02,168,1890,2,482,Sales,2014-06-19,35337
2021-05-03,99,2059,2,381,Production,2023-12-24,41762
2021-05-04,152,1018,1,307,Sales,2016-08-31,33543
2021-05-05,173,2240,1,214,HR,2015-09-29,62810
2021-05-06,184,4620,2,138,HR,2022-08-28,62249
2021-05-07,78,1270,0,306,Production,2018-06-11,47108
2021-05-08,75,4844,2,149,Production,2024-02-11,89997
2021-05-09,77,1223,1,71,Sales,2023-05-29,95892
2021-05-10,54,3006,0,411,Sales,2022-04-12,95716
2021-05-11,151,4492,3,200,Production,2017-10-26,46616
2021-05-12,67,1860,2,152,Sales,2014-06-18,63635
2021-05-13,160,2845,3,426,HR,2015-09-28,77500
2021-05-14,61,2544,1,123,HR,2023-04-26,85049
2021-05-15,125,4081,1,462,HR,2019-05-16,99456
2021-05-16,198,4720,1,67,Production,2015-12-01,95339
2021-05-17,101,4833,2,493,HR,2017-09-07,39460
2021-05-18,184,2244,2,179,Sales,2015-06-06,90406
2021-05-19,163,1986,0,299,Sales,2021-06-07,59257
2021-05-20,85,1131,0,411,Sales,2022-04-12,95716
2021-05-21,93,4848,2,308,Engineering,2020-09-06,76037
2021-05-22,97,4935,0,60,HR,2017-01-01,91706
2021-05-23,140,1686,3,191,Production,2023-05-03,92487
2021-05-24,112,2419,0,183,Production,2016-02-19,91908
2021-05-25,103,4610,2,78,Sales,2021-05-09,54714
2021-05-26,61,1067,2,474,Engineering,2024-04-18,44708
2021-05-27,108,4900,1,269,Sales,2022-01-25,39250
2021-05-28,56,3458,1,83,Engineering,2017-11-08,97915
2021-05-29,159,4793,3,471,Sales,2015-01-27,78791
2021-05-30,140,2613,0,410,Sales,2017-11-28,91582
2021-05-31,194,4152,1,257,HR,2018-07-07,62903
2021-06-01,63,3378,1,403,HR,2020-04-13,90569
2021-06-02,98,2838,1,167,Sales,2016-04-16,85599
2021-06-03,115,3075,1,428,HR,2015-07-17,54418
2021-06-04,76,4155,1,235,Engineering,2024-04-03,73818
2021-06-05,108,2823,2,32,HR,2018-10-18,35789
2021-06-06,85,1127,0,491,Engineering,2018-03-04,35602
2021-06-07,138,1492,1,455,Engineering,2022-09-09,37717
2021-06-08,190,3955,1,52,HR,2023-07-02,46319
2021-06-09,118,1506,2,4,Engineering,2020-03-16,70889
2021-06-10,158,4706,1,367,Production,2018-01-06,84400
2021-06-11,162,2288,0,399,Production,2016-08-26,37682
2021-06-12,148,3937,2,329,HR,2016-03-14,37677
2021-06-13,95,4802,0,196,HR,2023-03-02,73445
2021-06-14,101,4786,2,398,Sales,2018-07-05,88482
2021-06-15,162,2331,1,289,HR,2023-04-19,86617
2021-06-16,157,1564,3,400,Engineering,2017-03-08,99629
2021-06-17,95,4890,3,294,Sales,2020-06-27,90274
2021-06-18,162,2992,0,7,Engineering,2023-08-05,64440
2021-06-19,174,2538,2,290,Production,2020-09-16,47840
2021-06-20,192,1125,2,103,Production,2021-03-22,92332
2021-06-21,168,1844,2,106,Production,2021-04-23,91071
2021-06-22,58,1996,3,302,Sales,2018-02-27,92027
2021-06-23,50,1365,3,481,Production,2020-03-07,63171
2021-06-24,188,3997,0,53,HR,2022-08-22,34257
2021-06-25,183,4326,1,369,HR,2017-01-28,90893
2021-06-26,96,1845,3,234,Engineering,2020-04-30,62145
2021-06-27,180,3685,0,224,Production,2017-08-29,77241
2021-06-28,190,4902,2,8,Production,2022-02-11,65137
2021-06-29,72,3800,3,444,Production,2016-01-28,68776
2021-06-30,87,2483,1,101,Sales,2016-03-01,88235
2021-07-01,149,4578,3,57,Sales,2023-12-09,59556
2021-07-02,161,3786,0,10,HR,2016-08-13,88258
2021-07-03,174,3118,3,178,Production,2018-10-11,70546
2021-07-04,99,4669,3,149,Production,2024-02-11,89997
2021-07-05,71,1219,2,225,Production,2019-08-29,40360
2021-07-06,137,1514,1,8,Production,2022-02-11,65137
2021-07-07,127,4359,1,219,Production,2023-08-04,54473
2021-07-08,115,2858,2,473,Sales,2024-04-07,80356
2021-07-09,85,1603,0,481,Production,2020-03-07,63171
2021-07-10,59,4916,0,28,Production,2017-05-20,39260
2021-07-11,153,4802,1,347,Engineering,2021-02-12,57271
2021-07-12,97,1976,2,142,Sales,2023-08-06,45491
2021-07-13,166,4738,3,184,HR,2020-04-11,30585
2021-07-14,139,2292,1,300,Production,2019-02-12,50243
2021-07-15,182,4598,0,497,Sales,2015-10-05,53384
2021-07-16,187,4680,2,327,HR,2024-01-01,80621
2021-07-17,162,1286,3,293,HR,2020-07-27,96754
2021-07-18,152,4418,2,340,Production,2023-09-27,97469
2021-07-19,112,4006,0,442,Engineering,2017-10-02,71983
2021-07-20,150,4460,1,228,Engineering,2024-03-19,36638
2021-07-21,166,2721,2,193,Production,2020-03-03,61062
2021-07-22,98,2937,2,319,Sales,2019-11-05,49613
2021-07-23,60,1524,1,57,Sales,2023-12-09,59556
2021-07-24,79,4995,3,217,Sales,2014-09-17,96320
2021-07-25,127,3965,0,390,HR,2022-09-25,82372
2021-07-26,158,1601,0,289,HR,2023-04-19,86617
2021-07-27,74,1849,0,468,Sales,2017-07-18,54814
2021-07-28,120,2313,2,452,Engineering,2015-01-29,45733
2021-07-29,112,2433,2,192,Sales,2020-02-06,58287
2021-07-30,135,3131,2,484,Engineering,2016-12-04,55659
2021-07-31,52,2304,2,189,HR,2015-09-29,96321
2021-08-01,155,2133,2,358,HR,2016-12-12,90835
2021-08-02,99,1898,0,29,Engineering,2023-09-19,63758
2021-08-03,73,3283,1,82,Sales,2016-11-09,54567
2021-08-04,160,1184,0,108,Production,2021-03-09,89719
2021-08-05,74,3165,2,484,Engineering,2016-12-04,55659
2021-08-06,63,3208,0,404,Engineering,2015-10-14,31283
2021-08-07,165,4349,2,78,Sales,2021-05-09,54714
2021-08-08,118,4772,2,171,Sales,2021-04-08,96566
2021-08-09,101,3560,3,211,Production,2016-11-22,32807
2021-08-10,173,3691,3,202,Sales,2019-12-02,47206
2021-08-11,53,4821,2,378,Production,2015-03-14,82428
2021-08-12,56,4445,3,211,Production,2016-11-22,32807
2021-08-13,167,3999,2,331,Sales,2017-05-25,77277
2021-08-14,103,3688,1,200,Production,2017-10-26,46616
2021-08-15,81,4256,3,392,Production,2021-08-06,62369
2021-08-16,108,4296,1,334,Engineering,2024-04-11,55548
2021-08-17,64,2407,3,39,Sales,2019-01-22,59156
2021-08-18,189,1448,3,425,Engineering,2021-06-06,69126
2021-08-19,144,4615,0,287,Sales,2023-02-19,80014
2021-08-20,85,2992,0,191,Production,2023-05-03,92487
2021-08-21,183,1753,0,452,Engineering,2015-01-29,45733
2021-08-22,159,2749,0,110,Engineering,2023-12-17,76040
2021-08-23,116,4937,2,216,Sales,2018-04-02,86644
2021-08-24,130,1677,1,193,Production,2020-03-03,61062
2021-08-25,87,1871,3,109,HR,2016-01-11,33227
2021-08-26,179,1736,3,50,Engineering,2019-07-19,71286
2021-08-27,171,3555,2,89,Production,2021-02-16,48242
2021-08-28,149,2503,2,474,Engineering,2024-04-18,44708
2021-08-29,126,1943,3,138,HR,2022-08-28,62249
2021-08-30,124,2265,1,325,Production,2019-05-22,43171
2021-08-31,144,1570,2,42,Sales,2022-06-21,61567
2021-09-01,86,3234,0,146,Sales,2021-10-17,47854
2021-09-02,196,2937,2,178,Production,2018-10-11,70546
2021-09-03,62,4861,2,212,HR,2022-12-20,41018
2021-09-04,63,1354,0,159,Engineering,2015-01-19,70123
2021-09-05,180,1917,3,460,Sales,2018-01-01,62432
2021-09-06,113,2037,2,392,Production,2021-08-06,62369
2021-09-07,151,1695,1,224,Production,2017-08-29,77241
2021-09-08,102,3456,1,35,Engineering,2015-06-15,45452
2021-09-09,134,4864,0,369,HR,2017-01-28,90893
2021-09-10,195,1254,1,264,Sales,2019-09-07,49050
2021-09-11,100,1017,1,389,Production,2018-04-25,83457
2021-09-12,197,4481,1,260,Sales,2023-02-14,75110
2021-09-13,194,3869,3,397,Production,2020-12-11,73803
2021-09-14,196,3582,2,225,Production,2019-08-29,40360
2021-09-15,176,2653,2,7,Engineering,2023-08-05,64440
2021-09-16,123,4817,0,156,Production,2019-03-09,98367
2021-09-17,192,4641,1,429,HR,2018-07-30,44948
2021-09-18,68,2281,1,391,HR,2016-10-03,94883
2021-09-19,128,2048,3,210,HR,2023-07-24,70633
2021-09-20,100,1255,0,276,Engineering,2024-01-19,50250
2021-09-21,125,2572,0,2,Engineering,2019-02-01,34616
2021-09-22,101,1275,2,74,Engineering,2020-08-15,35170
2021-09-23,84,4939,3,369,HR,2017-01-28,90893
2021-09-24,144,2673,0,118,Engineering,2019-11-04,53628
2021-09-25,150,2452,1,30,HR,2024-02-20,74187
2021-09-26,165,3426,2,402,HR,2020-03-24,59904
2021-09-27,92,2874,1,176,Production,2020-11-12,92220
2021-09-28,74,2064,0,309,Production,2015-09-16,37413
2021-09-29,108,1345,0,54,Sales,2019-07-11,97971
2021-09-30,126,4172,2,97,Production,2015-02-09,64659
2021-10-01,165,1397,1,396,Sales,2019-01-28,89548
2021-10-02,76,1943,1,115,HR,2014-08-17,55033
2021-10-03,176,3007,0,369,HR,2017-01-28,90893
2021-10-04,55,1543,0,154,HR,2018-10-06,51834
2021-10-05,94,4736,0,209,Production,2014-11-22,59303
2021-10-06,90,3201,3,212,HR,2022-12-20,41018
2021-10-07,163,2614,1,286,Sales,2014-11-16,77684
2021-10-08,146,4592,0,138,HR,2022-08-28,62249
2021-10-09,95,1459,1,402,HR,2020-03-24,59904
2021-10-10,147,1807,0,166,HR,2014-11-15,37607
2021-10-11,157,1333,2,75,HR,2022-05-20,53406
2021-10-12,133,1741,1,117,Engineering,2017-01-29,83611
2021-10-13,149,2331,0,497,Sales,2015-10-05,53384
2021-10-14,183,1268,1,410,Sales,2017-11-28,91582
2021-10-15,136,1738,3,285,HR,2016-09-03,59882
2021-10-16,151,2619,2,211,Production,2016-11-22,32807
2021-10-17,196,4117,0,442,Engineering,2017-10-02,71983
2021-10-18,145,2598,0,378,Production,2015-03-14,82428
2021-10-19,93,3195,0,430,HR,2020-08-24,73599
2021-10-20,166,4705,2,374,Production,2022-10-04,78304
2021-10-21,118,1691,1,314,Production,2022-07-01,62314
2021-10-22,60,2358,1,260,Sales,2023-02-14,75110
2021-10-23,87,2894,1,54,Sales,2019-07-11,97971
2021-10-24,52,2946,3,405,HR,2020-09-20,51672
2021-10-25,147,4500,1,491,Engineering,2018-03-04,35602
2021-10-26,118,2810,1,89,Production,2021-02-16,48242
2021-10-27,107,4089,1,485,Engineering,2014-10-02,50261
2021-10-28,106,4490,1,96,HR,2015-08-13,84711
2021-10-29,100,3929,3,472,Production,2022-01-27,37280
2021-10-30,163,2714,1,149,Production,2024-02-11,89997
2021-10-31,105,2938,1,278,Engineering,2019-09-01,41792
2021-11-01,106,1014,3,311,HR,2019-08-31,96202
2021-11-02,169,2038,1,68,HR,2017-11-15,43458
2021-11-03,151,4452,2,60,HR,2017-01-01,91706
2021-11-04,103,2742,2,20,Sales,2017-09-14,54505
2021-11-05,79,4632,0,295,Engineering,2018-08-18,50606
2021-11-06,146,2107,3,306,Production,2018-06-11,47108
2021-11-07,184,1736,3,431,Engineering,2020-06-28,59748
2021-11-08,160,4932,0,177,Engineering,2019-11-22,33958
2021-11-09,106,1816,3,165,Sales,2023-04-15,85678
2021-11-10,130,4360,0,325,Production,2019-05-22,43171
2021-11-11,123,3627,2,123,HR,2023-04-26,85049
2021-11-12,184,4950,0,468,Sales,2017-07-18,54814
2021-11-13,133,1106,0,41,Sales,2024-01-20,64612
2021-11-14,130,3762,3,93,HR,2022-04-26,98513
2021-11-15,115,4366,3,381,Production,2023-12-24,41762
2021-11-16,62,1290,1,232,Production,2019-12-15,69423
2021-11-17,131,2993,3,380,Sales,2023-08-27,49199
2021-11-18,148,3349,1,342,Production,2019-11-11,78526
2021-11-19,156,2950,3,323,Production,2022-08-27,64421
2021-11-20,148,3089,1,496,Engineering,2015-09-10,59659
2021-11-21,122,3451,1,168,HR,2017-04-29,71339
2021-11-22,63,1106,3,296,HR,2020-01-12,39603
2021-11-23,127,1700,3,357,Engineering,2019-11-04,50935
2021-11-24,104,3434,1,103,Production,2021-03-22,92332
2021-11-25,55,1365,0,214,HR,2015-09-29,62810
2021-11-26,141,4194,0,187,Production,2017-07-14,54813
2021-11-27,57,3146,2,412,Engineering,2020-02-07,30670
2021-11-28,75,3516,3,212,HR,2022-12-20,41018
2021-11-29,122,4185,2,90,Sales,2023-08-17,40648
2021-11-30,185,4847,2,177,Engineering,2019-11-22,33958
2021-12-01,151,3722,2,470,Engineering,2021-09-13,57321
2021-12-02,196,2532,3,226,Sales,2023-03-25,39782
2021-12-03,135,2525,1,160,Engineering,2018-10-29,54190
2021-12-04,84,4359,0,37,Sales,2023-06-13,84961
2021-12-05,154,4652,1,275,HR,2017-02-24,74391
2021-12-06,124,3660,2,18,Engineering,2017-05-12,77418
2021-12-07,64,3698,1,239,Sales,2019-10-06,65517
2021-12-08,125,4639,3,113,Engineering,2023-05-02,83490
2021-12-09,122,4972,2,309,Production,2015-09-16,37413
2021-12-10,59,2503,3,364,Sales,2022-04-09,62886
2021-12-11,103,1481,3,49,HR,2020-12-09,49935
2021-12-12,134,1354,2,405,HR,2020-09-20,51672
2021-12-13,151,4401,1,389,Production,2018-04-25,83457
2021-12-14,102,1972,3,210,HR,2023-07-24,70633
2021-12-15,125,3830,2,50,Engineering,2019-07-19,71286
2021-12-16,184,2295,1,446,Engineering,2017-05-22,94174
2021-12-17,60,2456,2,182,Sales,2019-05-10,65644
2021-12-18,80,3740,2,74,Engineering,2020-08-15,35170
2021-12-19,139,3522,1,207,Engineering,2020-02-10,62278
2021-12-20,172,3728,3,306,Production,2018-06-11,47108
2021-12-21,165,4749,1,158,Production,2021-06-06,78125
2021-12-22,172,1085,0,233,Sales,2015-08-25,36121
